Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Jul-23,Incoming rotation group,Unemployed,75.2
Jul-23,Incoming rotation group,Not in the labour force (NILF),893.6
Jul-23,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jul-23,Incoming rotation group,Outgoing Rotation Group,0
Jun-23,Employed full-time,Employed full-time,7219.9
Jun-23,Employed full-time,Employed part-time,367.1
Jun-23,Employed full-time,Unemployed,34.2
Jun-23,Employed full-time,Not in the labour force (NILF),153
Jun-23,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Employed full-time,Outgoing Rotation Group,0
Jun-23,Employed part-time,Employed full-time,412.3
Jun-23,Employed part-time,Employed part-time,2782.1
Jun-23,Employed part-time,Unemployed,32.6
Jun-23,Employed part-time,Not in the labour force (NILF),183.7
Jun-23,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Employed part-time,Outgoing Rotation Group,0
Jun-23,Unemployed,Employed full-time,55.8
Jun-23,Unemployed,Employed part-time,57.4
Jun-23,Unemployed,Unemployed,203.2
Jun-23,Unemployed,Not in the labour force (NILF),87.8
Jun-23,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Unemployed,Outgoing Rotation Group,0
Jun-23,Not in the labour force (NILF),Employed full-time,93
Jun-23,Not in the labour force (NILF),Employed part-time,140.3
Jun-23,Not in the labour force (NILF),Unemployed,102.6
Jun-23,Not in the labour force (NILF),Not in the labour force (NILF),5174.2
Jun-23,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Not in the labour force (NILF),Outgoing Rotation Group,0
Jun-23,Unmatched in common sample (responded in current month but not in previous),Employed full-time,861.6
Jun-23,Unmatched in common sample (responded in current month but not in previous),Employed part-time,348.5
Jun-23,Unmatched in common sample (responded in current month but not in previous),Unemployed,59.5
Jun-23,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),817.7
Jun-23,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jun-23,Incoming rotation group,Employed full-time,1197.9
Jun-23,Incoming rotation group,Employed part-time,529.2
Jun-23,Incoming rotation group,Unemployed,63.6
Jun-23,Incoming rotation group,Not in the labour force (NILF),834.7
Jun-23,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jun-23,Incoming rotation group,Outgoing Rotation Group,0
May-23,Employed full-time,Employed full-time,7113.2
May-23,Employed full-time,Employed part-time,385.1
May-23,Employed full-time,Unemployed,31.4
May-23,Employed full-time,Not in the labour force (NILF),93.7
May-23,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
May-23,Employed full-time,Outgoing Rotation Group,0
May-23,Employed part-time,Employed full-time,393.8
May-23,Employed part-time,Employed part-time,2751.8
May-23,Employed part-time,Unemployed,25.7
May-23,Employed part-time,Not in the labour force (NILF),146.7
May-23,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
May-23,Employed part-time,Outgoing Rotation Group,0
May-23,Unemployed,Employed full-time,44.8
May-23,Unemployed,Employed part-time,55.1
May-23,Unemployed,Unemployed,232.1
May-23,Unemployed,Not in the labour force (NILF),96.8
May-23,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
May-23,Unemployed,Outgoing Rotation Group,0
May-23,Not in the labour force (NILF),Employed full-time,113.7
May-23,Not in the labour force (NILF),Employed part-time,197.4
May-23,Not in the labour force (NILF),Unemployed,89.7
May-23,Not in the labour force (NILF),Not in the labour force (NILF),5173.6
May-23,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
May-23,Not in the labour force (NILF),Outgoing Rotation Group,0
May-23,Unmatched in common sample (responded in current month but not in previous),Employed full-time,984.8
May-23,Unmatched in common sample (responded in current month but not in previous),Employed part-time,366.7
May-23,Unmatched in common sample (responded in current month but not in previous),Unemployed,62.6
May-23,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),820.4
May-23,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
May-23,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
May-23,Incoming rotation group,Employed full-time,1171.4
May-23,Incoming rotation group,Employed part-time,518.7
May-23,Incoming rotation group,Unemployed,73.7
May-23,Incoming rotation group,Not in the labour force (NILF),821.6
May-23,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
May-23,Incoming rotation group,Outgoing Rotation Group,0
Apr-23,Employed full-time,Employed full-time,7105.6
Apr-23,Employed full-time,Employed part-time,366.6
Apr-23,Employed full-time,Unemployed,35.1
Apr-23,Employed full-time,Not in the labour force (NILF),133
Apr-23,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Employed full-time,Outgoing Rotation Group,0
Apr-23,Employed part-time,Employed full-time,346.5
Apr-23,Employed part-time,Employed part-time,2714.5
Apr-23,Employed part-time,Unemployed,33.3
Apr-23,Employed part-time,Not in the labour force (NILF),219.3
Apr-23,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Employed part-time,Outgoing Rotation Group,0
Apr-23,Unemployed,Employed full-time,47.6
Apr-23,Unemployed,Employed part-time,67.4
Apr-23,Unemployed,Unemployed,204.4
Apr-23,Unemployed,Not in the labour force (NILF),106.1
Apr-23,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Unemployed,Outgoing Rotation Group,0
Apr-23,Not in the labour force (NILF),Employed full-time,101
Apr-23,Not in the labour force (NILF),Employed part-time,155.1
Apr-23,Not in the labour force (NILF),Unemployed,102
Apr-23,Not in the labour force (NILF),Not in the labour force (NILF),5120.1
Apr-23,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Not in the labour force (NILF),Outgoing Rotation Group,0
Apr-23,Unmatched in common sample (responded in current month but not in previous),Employed full-time,899.6
Apr-23,Unmatched in common sample (responded in current month but not in previous),Employed part-time,364.9
Apr-23,Unmatched in common sample (responded in current month but not in previous),Unemployed,92
Apr-23,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),819.2
Apr-23,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Apr-23,Incoming rotation group,Employed full-time,1211.5
Apr-23,Incoming rotation group,Employed part-time,535.8
Apr-23,Incoming rotation group,Unemployed,79.5
Apr-23,Incoming rotation group,Not in the labour force (NILF),856.8
Apr-23,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Apr-23,Incoming rotation group,Outgoing Rotation Group,0
Mar-23,Employed full-time,Employed full-time,7102.4
Mar-23,Employed full-time,Employed part-time,381.9
Mar-23,Employed full-time,Unemployed,36.4
Mar-23,Employed full-time,Not in the labour force (NILF),132
Mar-23,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Employed full-time,Outgoing Rotation Group,0
Mar-23,Employed part-time,Employed full-time,373.1
Mar-23,Employed part-time,Employed part-time,2650.6
Mar-23,Employed part-time,Unemployed,35.4
Mar-23,Employed part-time,Not in the labour force (NILF),172.6
Mar-23,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Employed part-time,Outgoing Rotation Group,0
Mar-23,Unemployed,Employed full-time,54.6
Mar-23,Unemployed,Employed part-time,70.4
Mar-23,Unemployed,Unemployed,220.1
Mar-23,Unemployed,Not in the labour force (NILF),93.4
Mar-23,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Unemployed,Outgoing Rotation Group,0
Mar-23,Not in the labour force (NILF),Employed full-time,76.9
Mar-23,Not in the labour force (NILF),Employed part-time,180.4
Mar-23,Not in the labour force (NILF),Unemployed,104.9
Mar-23,Not in the labour force (NILF),Not in the labour force (NILF),5103.1
Mar-23,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Not in the labour force (NILF),Outgoing Rotation Group,0
Mar-23,Unmatched in common sample (responded in current month but not in previous),Employed full-time,946.5
Mar-23,Unmatched in common sample (responded in current month but not in previous),Employed part-time,368.9
Mar-23,Unmatched in common sample (responded in current month but not in previous),Unemployed,76.1
Mar-23,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),834.4
Mar-23,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Mar-23,Incoming rotation group,Employed full-time,1208
Mar-23,Incoming rotation group,Employed part-time,540.4
Mar-23,Incoming rotation group,Unemployed,78.2
Mar-23,Incoming rotation group,Not in the labour force (NILF),828.8
Mar-23,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Mar-23,Incoming rotation group,Outgoing Rotation Group,0
Feb-23,Employed full-time,Employed full-time,7032.5
Feb-23,Employed full-time,Employed part-time,380.5
Feb-23,Employed full-time,Unemployed,37.7
Feb-23,Employed full-time,Not in the labour force (NILF),98.9
Feb-23,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Feb-23,Employed full-time,Outgoing Rotation Group,0
Feb-23,Employed part-time,Employed full-time,460.6
Feb-23,Employed part-time,Employed part-time,2565.6
Feb-23,Employed part-time,Unemployed,41.6
Feb-23,Employed part-time,Not in the labour force (NILF),148.9
Feb-23,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
